5000,50,9.37,0,0
12000,100,13.31,14,26000
14721,50,9.25,12.4,13000
12000,85,11.16,19,37000
25000,20,8.19,15,80000
15000,39,8.96,18,43000
18000,75,10.26,17,26000
30000,15,7.91,15,100000
70000,1,6.93,12,190000
12000,35,8.87,12,11000
33000,35,8.69,18,63000
34000,83,10.78,20,53000
17000,51,9.26,12.5,14000
56000,80,10.44,20,54000
